path,sentence
844424931034414-760-f.m4a,आज इस बिग दिवाली सेल में शानदार पावर बैंक पर बेहतरीन ऑफर्स उपलब्ध हैं
844424932804685-725-f.m4a,इसमें मुख्य अतिथि के रूप में मौजूद थे बांग्ला न्यूज 24
844424931029441-760-f.m4a,एक मिलियन प्रयासों से नया सुपर कंप्यूटर दुनिया का सबसे तेज़ दिमागी नकल करने वाला उपकरण
844424930841727-70-f.m4a,प्रबंधन और विकास के लिए ईसी को आवंटित 1920 करोड़ रुपये
844424932676604-725-f.m4a,आज इस खबर की पुष्टि की कॉक्‍स बाजार मेडिकल कॉलेज के प्रिंसिपल प्रोफेसर डॉ
844424933095871-725-f.m4a,जानिए कल शारजाह में चेन्नई बनाम राजस्थान मैच का मोड़ पलटने वाले पल के बारे में
844424932843744-725-f.m4a,17 अगस्त को ढाका के हजारिबाग गणकटुली इलाके में मोबाइल चोरी का आरोप लगाकर मो
844424932678023-725-f.m4a,एक मोबाइल में पांच फोन नंबर ऑपरेट करने के लिए स्विच ऐप
844424933095810-725-f.m4a,रात में थाना और पुलिस चौकी की सुरक्षा सुनिश्चित करने के लिए पर्याप्त लाइट लगानी होगी
844424932804642-725-f.m4a,इस खबर को सुनते ही उनकी पुरानी प्रेमिका चार तोहाट गांव की निवासी मो
844424932355708-436-f.m4a,पूजा के खर्चे बचाकर घर-घर 500 रुपये और साबुन वितरित तामलुक में
844424932332249-436-f.m4a,कोरोना संक्रमित पुलिस अधिकारियों की देखभाल के लिए उच्चस्तरीय निरीक्षण टीम बनाई आईजीपी डॉ ने
844424932682833-725-f.m4a,जनवरी में बीजेपी के खिलाफ विपक्षी दलों को लेकर ब्रिगेड कार्यक्रम ममता बनर्जी ने
844424933095855-725-f.m4a,इसके बाद एक सभा में राष्ट्रीयवादी वकील एकता परिषद के महासचिव हैदर मो
844424932843828-725-f.m4a,महिलाओं की आत्म-सम्मान रक्षा के लिए हथियार उठाने की सलाह दी अग्निमित्रा पॉल ने
844424932678052-725-f.m4a,मदारपुर नगरपालिका के चरमुगरिया बाजार में जहर देकर 16 बंदरों को मार दिया गया
844424932676644-725-f.m4a,नोटबंदी के दिन मेरे पास 500 रुपये के दो और 1000 रुपये के
844424932805313-725-f.m4a,एनकाउंटर में कश्मीर में मारे गए 1 शीर्ष जैश कमांडर मुन्‍ना भाई समेत 2 आतंकवादी
844424932805233-725-f.m4a,सिस्टर निवेदिता के 150 साल पूरे होने के अवसर पर 3 अक्टूबर को महाजाति सदन में एक कार्यक्रम आयोजित किया गया
844424932682836-725-f.m4a,रायहान से मिलने के लिए मलेशिया के दो वकील आज ही
844424932675198-725-f.m4a,शिक्षा अवकाश के बाद लौटकर न आने पर राबी शिक्षक को नौकरी से हटाया गया
844424933096451-725-f.m4a,चुनाव न होने का कारण असामान्य स्थिति थी
844424932358428-436-f.m4a,और पढ़ें धोनी को बाहर रखकर दक्षिण अफ्रीका की टीम का चयन
844424931285057-906-f.m4a,विभिन्न स्वादों के सूप की रेसिपी शेफ असित कर्मकार सुजन ने दी
844424933096419-725-f.m4a,"साथ ही पूरा मामला फिलहाल बीजेपी की अनुशासन समिति देख रही है, अमित शाह ने कहा"
844424932332259-436-f.m4a,उन्हें नौकरी से हटा दिया गया और इसी तरह कहानी आगे बढ़ती है
844424932358453-436-f.m4a,फोरेंसिक टीम से हरी झंडी मिलने तक चटर्जी इंटरनेशनल बिल्डिंग बंद रहेगा
844424932438041-436-f.m4a,इस दौरान अन्य लोगों के बीच नेत्रकोना ग्रामीण विद्युत कार्यालय के अतिरिक्त महाप्रबंधक मो ने भाषण दिया
844424931382777-1116-f.m4a,अगर मुकदमे चलते रहते हैं तो इस महीने उस मामले में सफलता मिल सकती है
844424932355640-436-f.m4a,चीन के इस वुहान शहर से कोरोनावायरस पूरी दुनिया में फैल गया
844424931185273-1116-f.m4a,मानसून में बीमार पड़ने से पहले हर दिन खाने में कुछ ऐसी चीजें शामिल करें जो प्राकृतिक एंटीबायोटिक हों
844424933096498-725-f.m4a,इस आयोजन के लिए कवि जसिमुद्दीन ने 'बेदेर मेये' नाटक लिखा
844424931029428-760-f.m4a,लेकिन मेरे बगल में वह दोपहर का खाना खा लेता है
844424933096447-725-f.m4a,इसके जरिए लोगों को घर से बाहर आकर शांतिपूर्ण प्रदर्शन करने का आह्वान किया जा रहा है
844424932346129-436-f.m4a,भारतीय सेना ने पाकिस्तानी सेना की 4 चौकियों को पूरी तरह नष्ट कर दिया
844424932678006-725-f.m4a,वहां से पुराने मेडिकल ब्लॉक में स्थित चबी छात्र संघ के उपाध्यक्ष मो
844424932355652-436-f.m4a,गर्म पानी से नहाने के बावजूद चेहरे को ठंडे पानी से धोने की कोशिश करें
844424932437978-436-f.m4a,छुट्टियों के दिनों को यादगार बनाने के लिए अलग-अलग रेसिपी सीख सकते हैं
844424931185311-1116-f.m4a,भारत में मोबाइल फोन निर्माण को बढ़ावा दिया जाएगा। जोर दिया जाएगा इलेक्ट्रॉनिक उपकरण उत्पादन पर
844424933095820-725-f.m4a,क्योंकि इस साल पहली बार वह अपनी बेटी आराध्या के साथ रेड कार्पेट पर चलीं
844424932843741-725-f.m4a,इस आईआरएस विकल्प को समझाने के लिए अधिक दिशानिर्देशों के लिए टैक्स पेशेवर से सलाह लें
844424931449838-906-f.m4a,कोलकाता में 22 कैरेट सोने की कीमत में गिरावट आई है। प्रतीकात्मक चित्र
844424931034380-760-f.m4a,गैर-मुस्लिमों को अतिरिक्त लाभ देकर भारत की लोकसभा में नागरिकता बिल पास हुआ
844424932675196-725-f.m4a,"आरबीआई कर्मचारियों के यूनाइटेड फोरम की ओर से हड़ताल का आह्वान किया गया, फिर भी"
844424931034427-760-f.m4a,बैंक जमा पर उत्पाद शुल्क को लेकर संसद में हनीफ ने वित्त मंत्री मुहित पर निशाना साधा
844424931382767-1116-f.m4a,वार्ड से मरीज को बाहर निकालते समय भगदड़ में एक व्यक्ति की मौत हो गई
844424931323266-906-f.m4a,इस दौरान जरूरत पड़ने पर क्षेत्र का निरीक्षण करने की रुचि व्यक्त की मो ने
844424931185275-1116-f.m4a,नीली शर्ट पहने नमाज अदा करते हुए युवक को देखा गया
844424931382807-1116-f.m4a,15 जून तक सभी सार्वजनिक और निजी विश्वविद्यालयों की सभी गतिविधियां बंद रहेंगी
844424931323237-906-f.m4a,म्यांमार प्रशासन रोहिंग्याओं को नेशनल वेरिफिकेशन कार्ड लेने पर मजबूर कर रहा है
844424931323244-906-f.m4a,इसके साथ ही यह फोन दो रंगों गोल्ड और सिल्वर में ले सकते हैं
844424932358436-436-f.m4a,कश्मीर की नियंत्रण रेखा पर भारत और पाकिस्तान की सेनाओं के बीच संघर्ष में 4 लोगों की मौत
844424933096414-725-f.m4a,"वे पहले सेलिब्रिटी मेहमान बनकर आ सकते हैं, ऐसा माना जा रहा है"
844424932805301-725-f.m4a,उस समय से अब तक 67 दिनों में शहर के विभिन्न हिस्सों
844424931323284-906-f.m4a,आर्थिक संकट से आईडीबीआई बैंक को उबारने के लिए केंद्र ने इसे अपने हाथ में लिया
844424932803584-725-f.m4a,दुनियाभर में कोरोना से लगभग 70 हजार लोग मारे गए हैं। संक्रमितों की संख्या
844424930757938-661-f.m4a,बरगुना उपजिला चुनाव अधिकारी और बरगुना नगर पालिका चुनाव के सहायक रिटर्निंग अधिकारी मो
844424931285121-906-f.m4a,इस मामले में सुप्रीम कोर्ट प्रशासन से किसी ने पत्रकारों से बात नहीं की
844424931323305-906-f.m4a,ओन्दा विधानसभा क्षेत्र के विधायक अरूप खां ने बीजेपी से आए नेता कार्यकर्ताओं को औपचारिक रूप से
844424932805247-725-f.m4a,40 घंटे की कोशिश के बाद 60 फुट गहरे गड्ढे से 18 महीने के नदीम को सेना ने बचाया
844424932682898-725-f.m4a,"सोचकर हैरानी होती है, ऐसा कहा मैंने प्यार किया की अभिनेत्री ने"
844424932843806-725-f.m4a,केंद्र की विभाजनकारी नीतियों के खिलाफ 17 वाम दलों ने राष्ट्रव्यापी आंदोलन शुरू करने की घोषणा की
844424931185296-1116-f.m4a,"नए इस वायरस में महामारी फैलाने की क्षमता है, ऐसा वैज्ञानिकों ने कहा"
844424932358448-436-f.m4a,राजशाही विश्वविद्यालय के इतिहास विभाग के रिटायर्ड प्रोफेसर और बांग्लादेश रेड क्रिसेंट सोसाइटी के महासचिव मो
844424931449779-906-f.m4a,प्रत्येक दिन सुबह 10 से शाम 5 बजे के बीच 10 हजार रुपये देकर
844424931034386-760-f.m4a,दुकान के कोने में फंसे एक कुत्ते को बचाते हुए करंट लगने से मर गए मो
844424931323264-906-f.m4a,और कल तक कुल दो हजार 913 लोग लक्षण लेकर
844424931449841-906-f.m4a,इस शहर के अंदर अचानक हलचल में उदास एक गली
844424930841731-70-f.m4a,न्यूयॉर्क यात्रा के बाद कल रात तेहरान लौटे ईरान के विदेश मंत्री
844424931382756-1116-f.m4a,इस समय सीसीयू में कार्यरत थे मेडिसिन विभाग के सहायक रजिस्ट्रार डॉ
844424931309443-1116-f.m4a,हेमताबाद के विधायक की मौत की निष्पक्ष जांच की मांग बीजेपी के राज्य महासचिव रथींद्र नाथ बोस ने
844424931029469-760-f.m4a,एयरलाइन की गलती से फ्लाइट रद्द होने पर टिकट का पैसा लौटाना होगा
844424931029490-760-f.m4a,और पढ़ें विराट को पीछे छोड़ते हुए दूसरे सबसे तेज भारतीय के रूप में स्मृति मंधाना ने रिकॉर्ड बनाया
844424931285116-906-f.m4a,तौकीर की परीक्षा से एक घंटे पहले छात्रों के बीच वह प्रश्नपत्र बांटा गया
844424932675128-725-f.m4a,कोरोना पॉजिटिव होने के बावजूद मरीजों का इलाज कर रहे शरियतपुर सिविल सर्जन ऑफिस के ड्यूटी मेडिकल ऑफिसर डॉ
844424931285091-906-f.m4a,अस्पताल न जाकर प्राइवेट पैथोलॉजी लैब में प्रैक्टिस करने का आरोप लगा एक डॉक्टर पर
844424933095886-725-f.m4a,अगर कुछ काम न आए तो सोने की मुद्रा बदलने से फायदा हो सकता है
844424931323317-906-f.m4a,लेकिन एंजेलीना जोली की तरह बनने के चक्कर में उन्होंने नीले रंग का लेंस पहना था
844424931285048-906-f.m4a,यह पहली बार है कि भारतीय क्रिकेट चयनकर्ता बनने के लिए विज्ञापन जारी किया गया है
844424931449852-906-f.m4a,हालांकि भविष्य में छोटे सुनामी भी आज के बड़े सुनामियों की भयावहता ला सकते हैं
844424932843785-725-f.m4a,आईपीएल में एमएस धोनी की शानदार कप्तानी के कुछ उदाहरण पेश किए गए
844424932804710-725-f.m4a,सरस्वती पूजा के अवसर पर राज्य सरकार के कर्मचारियों को लगभग एक सप्ताह की छुट्टी मिलने वाली है
844424932805243-725-f.m4a,आमंत्रण के बावजूद मुख्यमंत्री के राजभवन न आने पर राज्यपाल नाराज
844424931449867-906-f.m4a,पब्लिक लाइब्रेरी के शहीद दौलत मैदान में कॉक्स बाजार जिला अवामी लीग के अध्यक्ष एडवोकेट
844424931034414-760-f.m4a,आज इस बिग दिवाली सेल में शानदार पावर बैंक पर बेहतरीन ऑफर्स उपलब्ध हैं
844424932804685-725-f.m4a,इसमें मुख्य अतिथि के रूप में मौजूद थे बांग्ला न्यूज 24
844424931029441-760-f.m4a,एक मिलियन प्रयासों से नया सुपर कंप्यूटर दुनिया का सबसे तेज़ दिमागी नकल करने वाला उपकरण
844424930841727-70-f.m4a,प्रबंधन और विकास के लिए ईसी को आवंटित 1920 करोड़ रुपये
844424932676604-725-f.m4a,आज इस खबर की पुष्टि की कॉक्‍स बाजार मेडिकल कॉलेज के प्रिंसिपल प्रोफेसर डॉ
844424933095871-725-f.m4a,जानिए कल शारजाह में चेन्नई बनाम राजस्थान मैच का मोड़ पलटने वाले पल के बारे में
844424932843744-725-f.m4a,17 अगस्त को ढाका के हजारिबाग गणकटुली इलाके में मोबाइल चोरी का आरोप लगाकर मो
844424932678023-725-f.m4a,एक मोबाइल में पांच फोन नंबर ऑपरेट करने के लिए स्विच ऐप
844424933095810-725-f.m4a,रात में थाना और पुलिस चौकी की सुरक्षा सुनिश्चित करने के लिए पर्याप्त लाइट लगानी होगी
844424932804642-725-f.m4a,इस खबर को सुनते ही उनकी पुरानी प्रेमिका चार तोहाट गांव की निवासी मो
844424932355708-436-f.m4a,पूजा के खर्चे बचाकर घर-घर 500 रुपये और साबुन वितरित तामलुक में
844424932332249-436-f.m4a,कोरोना संक्रमित पुलिस अधिकारियों की देखभाल के लिए उच्चस्तरीय निरीक्षण टीम बनाई आईजीपी डॉ ने
844424932682833-725-f.m4a,जनवरी में बीजेपी के खिलाफ विपक्षी दलों को लेकर ब्रिगेड कार्यक्रम ममता बनर्जी ने
844424933095855-725-f.m4a,इसके बाद एक सभा में राष्ट्रीयवादी वकील एकता परिषद के महासचिव हैदर मो
844424932843828-725-f.m4a,महिलाओं की आत्म-सम्मान रक्षा के लिए हथियार उठाने की सलाह दी अग्निमित्रा पॉल ने
844424932678052-725-f.m4a,मदारपुर नगरपालिका के चरमुगरिया बाजार में जहर देकर 16 बंदरों को मार दिया गया
844424932676644-725-f.m4a,नोटबंदी के दिन मेरे पास 500 रुपये के दो और 1000 रुपये के
844424932805313-725-f.m4a,एनकाउंटर में कश्मीर में मारे गए 1 शीर्ष जैश कमांडर मुन्‍ना भाई समेत 2 आतंकवादी
844424932805233-725-f.m4a,सिस्टर निवेदिता के 150 साल पूरे होने के अवसर पर 3 अक्टूबर को महाजाति सदन में एक कार्यक्रम आयोजित किया गया
844424932682836-725-f.m4a,रायहान से मिलने के लिए मलेशिया के दो वकील आज ही
844424932675198-725-f.m4a,शिक्षा अवकाश के बाद लौटकर न आने पर राबी शिक्षक को नौकरी से हटाया गया
844424933096451-725-f.m4a,चुनाव न होने का कारण असामान्य स्थिति थी
844424932358428-436-f.m4a,और पढ़ें धोनी को बाहर रखकर दक्षिण अफ्रीका की टीम का चयन
844424931285057-906-f.m4a,विभिन्न स्वादों के सूप की रेसिपी शेफ असित कर्मकार सुजन ने दी
844424933096419-725-f.m4a,"साथ ही पूरा मामला फिलहाल बीजेपी की अनुशासन समिति देख रही है, अमित शाह ने कहा"
844424932332259-436-f.m4a,उन्हें नौकरी से हटा दिया गया और इसी तरह कहानी आगे बढ़ती है
844424932358453-436-f.m4a,फोरेंसिक टीम से हरी झंडी मिलने तक चटर्जी इंटरनेशनल बिल्डिंग बंद रहेगा
844424932438041-436-f.m4a,इस दौरान अन्य लोगों के बीच नेत्रकोना ग्रामीण विद्युत कार्यालय के अतिरिक्त महाप्रबंधक मो ने भाषण दिया
844424931382777-1116-f.m4a,अगर मुकदमे चलते रहते हैं तो इस महीने उस मामले में सफलता मिल सकती है
844424932355640-436-f.m4a,चीन के इस वुहान शहर से कोरोनावायरस पूरी दुनिया में फैल गया
844424931185273-1116-f.m4a,मानसून में बीमार पड़ने से पहले हर दिन खाने में कुछ ऐसी चीजें शामिल करें जो प्राकृतिक एंटीबायोटिक हों
844424933096498-725-f.m4a,इस आयोजन के लिए कवि जसिमुद्दीन ने 'बेदेर मेये' नाटक लिखा
844424931029428-760-f.m4a,लेकिन मेरे बगल में वह दोपहर का खाना खा लेता है
844424933096447-725-f.m4a,इसके जरिए लोगों को घर से बाहर आकर शांतिपूर्ण प्रदर्शन करने का आह्वान किया जा रहा है
844424932346129-436-f.m4a,भारतीय सेना ने पाकिस्तानी सेना की 4 चौकियों को पूरी तरह नष्ट कर दिया
844424932678006-725-f.m4a,वहां से पुराने मेडिकल ब्लॉक में स्थित चबी छात्र संघ के उपाध्यक्ष मो
844424932355652-436-f.m4a,गर्म पानी से नहाने के बावजूद चेहरे को ठंडे पानी से धोने की कोशिश करें
844424932437978-436-f.m4a,छुट्टियों के दिनों को यादगार बनाने के लिए अलग-अलग रेसिपी सीख सकते हैं
844424931185311-1116-f.m4a,भारत में मोबाइल फोन निर्माण को बढ़ावा दिया जाएगा। जोर दिया जाएगा इलेक्ट्रॉनिक उपकरण उत्पादन पर
844424933095820-725-f.m4a,क्योंकि इस साल पहली बार वह अपनी बेटी आराध्या के साथ रेड कार्पेट पर चलीं
844424932843741-725-f.m4a,इस आईआरएस विकल्प को समझाने के लिए अधिक दिशानिर्देशों के लिए टैक्स पेशेवर से सलाह लें
844424931449838-906-f.m4a,कोलकाता में 22 कैरेट सोने की कीमत में गिरावट आई है। प्रतीकात्मक चित्र
844424931034380-760-f.m4a,गैर-मुस्लिमों को अतिरिक्त लाभ देकर भारत की लोकसभा में नागरिकता बिल पास हुआ
844424932675196-725-f.m4a,"आरबीआई कर्मचारियों के यूनाइटेड फोरम की ओर से हड़ताल का आह्वान किया गया, फिर भी"
844424931034427-760-f.m4a,बैंक जमा पर उत्पाद शुल्क को लेकर संसद में हनीफ ने वित्त मंत्री मुहित पर निशाना साधा
844424931382767-1116-f.m4a,वार्ड से मरीज को बाहर निकालते समय भगदड़ में एक व्यक्ति की मौत हो गई
844424931323266-906-f.m4a,इस दौरान जरूरत पड़ने पर क्षेत्र का निरीक्षण करने की रुचि व्यक्त की मो ने
844424931185275-1116-f.m4a,नीली शर्ट पहने नमाज अदा करते हुए युवक को देखा गया
844424931382807-1116-f.m4a,15 जून तक सभी सार्वजनिक और निजी विश्वविद्यालयों की सभी गतिविधियां बंद रहेंगी
844424931323237-906-f.m4a,म्यांमार प्रशासन रोहिंग्याओं को नेशनल वेरिफिकेशन कार्ड लेने पर मजबूर कर रहा है
844424931323244-906-f.m4a,इसके साथ ही यह फोन दो रंगों गोल्ड और सिल्वर में ले सकते हैं
844424932358436-436-f.m4a,कश्मीर की नियंत्रण रेखा पर भारत और पाकिस्तान की सेनाओं के बीच संघर्ष में 4 लोगों की मौत
844424933096414-725-f.m4a,"वे पहले सेलिब्रिटी मेहमान बनकर आ सकते हैं, ऐसा माना जा रहा है"
844424932805301-725-f.m4a,उस समय से अब तक 67 दिनों में शहर के विभिन्न हिस्सों
844424931323284-906-f.m4a,आर्थिक संकट से आईडीबीआई बैंक को उबारने के लिए केंद्र ने इसे अपने हाथ में लिया
844424932803584-725-f.m4a,दुनियाभर में कोरोना से लगभग 70 हजार लोग मारे गए हैं। संक्रमितों की संख्या
844424930757938-661-f.m4a,बरगुना उपजिला चुनाव अधिकारी और बरगुना नगर पालिका चुनाव के सहायक रिटर्निंग अधिकारी मो
844424931285121-906-f.m4a,इस मामले में सुप्रीम कोर्ट प्रशासन से किसी ने पत्रकारों से बात नहीं की
844424931323305-906-f.m4a,ओन्दा विधानसभा क्षेत्र के विधायक अरूप खां ने बीजेपी से आए नेता कार्यकर्ताओं को औपचारिक रूप से
844424932805247-725-f.m4a,40 घंटे की कोशिश के बाद 60 फुट गहरे गड्ढे से 18 महीने के नदीम को सेना ने बचाया
844424932682898-725-f.m4a,"सोचकर हैरानी होती है, ऐसा कहा मैंने प्यार किया की अभिनेत्री ने"
844424932843806-725-f.m4a,केंद्र की विभाजनकारी नीतियों के खिलाफ 17 वाम दलों ने राष्ट्रव्यापी आंदोलन शुरू करने की घोषणा की
844424931185296-1116-f.m4a,"नए इस वायरस में महामारी फैलाने की क्षमता है, ऐसा वैज्ञानिकों ने कहा"
844424932358448-436-f.m4a,राजशाही विश्वविद्यालय के इतिहास विभाग के रिटायर्ड प्रोफेसर और बांग्लादेश रेड क्रिसेंट सोसाइटी के महासचिव मो
844424931449779-906-f.m4a,प्रत्येक दिन सुबह 10 से शाम 5 बजे के बीच 10 हजार रुपये देकर
844424930757895-661-f.m4a,"वेनेजुएला की सेना ने ट्विटर पर ये तस्वीरें साझा कीं, जिसमें विमान का सीरियल नंबर दिख रहा है"
844424931034424-760-f.m4a,अफगानिस्तान से एक के बाद एक चार मिसाइलें पाकिस्तान पर दागी गईं
844424931034413-760-f.m4a,पिछले साल हांगकांग में 4 लाख 20 हजार साबुन सोप साइक्लिंग ने इकट्ठा किए
844424931323246-906-f.m4a,अंतरराष्ट्रीय गिद्ध जागरूकता दिवस पर इश्तियाक उद्दीन अहमद ने भाषण दिया
844424932682815-725-f.m4a,पहले उन्हें कारण बताओ नोटिस दिया गया। लेकिन अस्पताल प्रशासन का जवाब संतोषजनक नहीं था
844424932843761-725-f.m4a,इसमें मुख्य अतिथि के रूप में मौजूद थे बसुंधरा सीमेंट सेक्टर के मयमनसिंह डिविजनल सेल्स इंचार्ज मो
844424931034397-760-f.m4a,लोकसभा चुनाव प्रचार की शुरुआत में ही राज्य के गांवों में बढ़ रहा है राजनीतिक आतंक
844424932325697-436-f.m4a,मस्जिद में नमाज पढ़ने की अनिवार्यता पर सुप्रीम कोर्ट का फैसला आज
844424932332234-436-f.m4a,वे संयुक्त राज्य अमेरिका के मिशिगन प्रांत के सागिनाव काउंटी में रहते हैं
844424932355687-436-f.m4a,26 जून को शाम 4 बजे कोरोना वायरस के लक्षण लेकर अस्पताल में भर्ती हुए डॉ
844424932678044-725-f.m4a,"संदेश दिया कि हम साथ हैं, सोनिया और मनमोहन ने तिहाड़ जेल में चिदंबरम से मुलाकात की"
844424932675119-725-f.m4a,दुश्मन की मिसाइल को नष्ट करने के लिए सीरिया ने मिसाइल दागा
844424932682891-725-f.m4a,घरेलू हर्बल तरीके से बालों को हाइलाइट करने का अद्भुत तरीका जानें
844424932682852-725-f.m4a,"हम क्या कहते हैं और नजरअंदाज करते हैं, देखें कि हमने केवल उस तर्क का पालन नहीं किया"
844424932804658-725-f.m4a,हाल ही में अपने सोशल मीडिया पर एक तस्वीर साझा की अभिनेत्री राइमा ने
844424931034363-760-f.m4a,कांकसा में अप्रिय घटना से बचने के लिए 2 नंबर नेशनल हाईवे पर बांसकोपा में नाका चेकिंग
844424931323325-906-f.m4a,"पहले अपने देश जाकर पढ़ाई शुरू करो, फिर दूसरों को ज्ञान दो"
844424931309492-1116-f.m4a,अगर वाइस चांसलर चाहें तो 5 मांगें एक घंटे में पूरी हो सकती हैं
844424932676688-725-f.m4a,चर्चा में अन्य लोगों के साथ मौजूद थे ढाका महानगर मजलिशे शूरा के सदस्य डॉ
844424932355618-436-f.m4a,16 तारीख को मुंबई के बैंडस्टैंड में उनका म्यूजिक कॉन्सर्ट आयोजित होने वाला है
844424932675168-725-f.m4a,अगरतला में जनसभा में भाषण देते हुए सीपीएम राज्य सचिव बिजन धर। तस्वीर स्वदेशी
844424931285039-906-f.m4a,निर्भया के दोषियों को फांसी 22 जनवरी सुबह 7 बजे दी जानी थी
844424932803608-725-f.m4a,उन्होंने कहा कि वह आ सकते हैं और चार विशेष अंतिम खेल खेल सकते हैं
844424931382724-1116-f.m4a,2017 में ढाका के 26 मीडिया हाउस का निरीक्षण कर अग्निशमन सेवा की रिपोर्ट
844424932355663-436-f.m4a,बैठक में विशेष अतिथि थे चटगांव मेडिकल कॉलेज के कार्यवाहक प्राचार्य प्रोफेसर डॉ
844424933095889-725-f.m4a,इस कारण वह अक्सर गंभीर रूप से बीमार पड़ जाते हैं
844424931382722-1116-f.m4a,सुबह 11 बजे राजधानी मतीझील आदर्श सरकारी प्राथमिक विद्यालय में जाएंगे प्रारंभिक और जन शिक्षा राज्य मंत्री मो
844424932675189-725-f.m4a,दंगा रोकने के कपड़े पहनकर और 300 पुलिसकर्मियों की सुरक्षा के घेरे में भी भारत के सबरीमाला मंदिर में प्रवेश नहीं कर सके
844424932682882-725-f.m4a,पिछले साल की तुलना में भारत दो स्थान नीचे खिसक गया है
844424932843829-725-f.m4a,उनके रसोईघर से आज विशेष रेसिपी कतला मछली का तिल कोरमा
844424932804624-725-f.m4a,मानव तस्करी रोकने में सरकार के उपयुक्त कदमों की कमी का आरोप रामरू के अध्यक्ष प्रोफेसर डॉ ने लगाया
844424932805238-725-f.m4a,शायद आज ही मुर्शिदाबाद जिला परिषद पर तृणमूल कांग्रेस का कब्जा हो सकता है
844424932676629-725-f.m4a,शाम साढ़े पांच बजे मामूली बारिश के दौरान खेल के दौरान अचानक बिजली गिर गई
844424931034423-760-f.m4a,भारत की सीमा के पास मालदीव में गिरा शक्तिशाली चीनी रॉकेट
844424931034345-760-f.m4a,मोटीचूर चकनाचूर नामक इस फिल्म में नवाजुद्दीन सिद्दीकी के साथ स्क्रीन शेयर कर रही हैं सनी लियोन
844424930841710-70-f.m4a,125 धार्मिक और सामाजिक संस्थानों में सांसद हबीब की टीआर का फंड वितरित
844424931323275-906-f.m4a,जमी हुई अंटार्कटिका से लेकर पूरे विश्व में हर महाद्वीप में कीड़े मकोड़े रहते हैं
844424932843748-725-f.m4a,मालदा उत्तर और जंगीपुर में वामपंथियों ने उम्मीदवार घोषित किए
844424931449818-906-f.m4a,नामांकन दाखिल करने की अंतिम तिथि पर कालीहाटी उपजिला कार्यकारी अधिकारी और सहायक रिटर्निंग अधिकारी अमित देवनाथ
844424930757981-661-f.m4a,आखिरकार नागिन डांस का आविष्कार करने वाले बांग्लादेशी क्रिकेटर कोरोना से ठीक हो गए
844424931382745-1116-f.m4a,सांसद के पक्ष में काम न करने पर एक उपाध्यक्ष को वेतन नहीं मिल रहा
844424932803570-725-f.m4a,"डेंगू से प्रभावित देश के अस्पतालों में कुल 519 मरीज भर्ती हैं, ऐसा डॉ ने बताया"
844424932678060-725-f.m4a,कामरुल हसन खान और उसी विश्वविद्यालय के मेडिसिन विभाग के डीन प्रोफेसर डॉ
844424931382778-1116-f.m4a,पूरे देश में राष्ट्रपिता के जन्म की 150वीं जयंती मनाई जा रही है
844424931029512-760-f.m4a,"इससे क्षेत्र के निवासियों में भय का माहौल पैदा हो गया, लेकिन कोई हताहत नहीं हुआ। कोई नुकसान भी नहीं हुआ।"
844424932438012-436-f.m4a,विदेशी छात्रों के वीजा मुद्दे पर हार्वर्ड यूनिवर्सिटी ने अमेरिकी राष्ट्रपति डोनाल्ड ट्रम्प प्रशासन के खिलाफ मुकदमा दायर किया
844424931382764-1116-f.m4a,बाऊबी में चार साल के बीए और बीएसएस प्रोग्राम में एडमिशन
844424931034394-760-f.m4a,न्यूजीलैंड में आतंकी हमले में मारे गए गुलाबगंज की परवीन सहित पांच बांग्लादेशियों का जनाज़ा संपन्न
844424932676648-725-f.m4a,इस सुंदर शब्द से सजे हुए काव्यरसपूर्ण पद के भीतर जैसे थोड़ी
844424932843826-725-f.m4a,"इसके बाद मोबाइल कोर्ट के जज, सैयदपुर उपजिला कार्यकारी अधिकारी और कार्यकारी मजिस्ट्रेट अबू सालेह मो"
844424931449794-906-f.m4a,एफआर टॉवर की नक्शा धोखाधड़ी मामले में 5 लोगों के खिलाफ चार्जशीट
844424931029521-760-f.m4a,नवमी पर सबधा और कुमारी पूजा से पहले आलता लगाया जा रहा है
844424931034378-760-f.m4a,किस रंग के पर्स का उपयोग करने से धन का भाग्य सुधरेगा
844424932682863-725-f.m4a,भविष्य जानने के लिए पूछूंगा। अतीत के बारे में पछताने का कोई फायदा नहीं
844424931449862-906-f.m4a,भारत के शासन के खिलाफ 1989 से कश्मीरियों ने विद्रोह किया है
844424932682845-725-f.m4a,बांग्लादेश के सच्चे मित्र फादर रिगन को गार्ड ऑफ ऑनर दिया बांग्लादेश सरकार ने
844424930841714-70-f.m4a,निरीक्षण के बाद चीन से लौटे 5 मजदूर कल काम पर लौट रहे हैं
844424933095852-725-f.m4a,इस सीट पर जमानत जब्त उम्मीदवार हाथ पंखा प्रतीक के इस्लामी आंदोलन बांग्लादेश के मो
844424932843778-725-f.m4a,बेरोजगारों के लिए रोजगार की मांग को लेकर 12 और 13 सितंबर को सिंगूर से कोलकाता अभियान का आह्वान किया
